学校,学院,url
清华大学,信息科学技术学院,http://www.sist.tsinghua.edu.cn/docinfo/board5/boardlist.jsp?columnId=004&parentColumnId=004
清华大学,信息科学技术学院,http://www.ee.tsinghua.edu.cn/publish/ee/3727/index.html
清华大学,信息科学技术学院,http://www.cs.tsinghua.edu.cn/publish/cs/4797/index.html
清华大学,信息科学技术学院,http://www.au.tsinghua.edu.cn/publish/au/1095/index.html
清华大学,信息科学技术学院,http://www.ime.tsinghua.edu.cn/publish/ime/5902/index.html
清华大学,信息科学技术学院,http://www.thss.tsinghua.edu.cn/publish/soft/3655/index.html
清华大学,信息科学技术学院,http://www.riit.tsinghua.edu.cn/column/szdw_jsml
清华大学,信息科学技术学院,http://www.insc.tsinghua.edu.cn/publish/wyy/10784/index.html
清华大学,信息科学技术学院,http://www.sist.tsinghua.edu.cn/docinfo/board5/boardlist.jsp?columnId=00120&parentColumnId=00120
北京航空航天大学,电子信息工程学院,http://www.ee.buaa.edu.cn/szdw/qtjs.htm
天津大学,电子信息工程学院,http://www.tju.edu.cn/seie/szdw/qrjh/
天津大学,电子信息工程学院,http://www.tju.edu.cn/seie/szdw/cjxz/
天津大学,电子信息工程学院,http://www.tju.edu.cn/seie/szdw/js/
天津大学,电子信息工程学院,http://www.tju.edu.cn/seie/szdw/fjs/
天津大学,电子信息工程学院,http://www.tju.edu.cn/seie/szdw/online/201608/t20160826_284782.html
杭州电子科技大学,电子信息工程学院,http://www.hziee.edu.cn/index.php?c=Index&a=content&catid=20&web=chinese
深圳大学,电子信息工程学院,http://cie.szu.edu.cn/szucie//index.php/category/jsfc/
中国科学技术大学,信息科学技术学院,http://sist.ustc.edu.cn/2017/0804/c5137a190408/page.htm
中国科学技术大学,信息科学技术学院,http://sist.ustc.edu.cn/2017/0804/c5137a190410/page.htm
中国科学技术大学,信息科学技术学院,http://sist.ustc.edu.cn/2017/0804/c5137a216989/page.htm
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?catalog_id=15&cmd=user
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=2&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=3&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=4&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=5&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=6&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=7&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=8&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=9&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=10&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=11&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=12&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=13&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=14&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=15&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=16&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=17&zhicheng=&zhiwu=&tebie=&catalog_id=15
浙江大学,信息电子工程学院,http://www.isee.zju.edu.cn/usersearch.php?cmd=user&page=18&zhicheng=&zhiwu=&tebie=&catalog_id=15
西安电子科技大学,电子工程学院,http://see.xidian.edu.cn/html/page/177.html
电子科技大学,电子工程学院,http://www.ee.uestc.edu.cn/index/15/75/164
燕山大学,信息科学与工程学院,http://ise.ysu.edu.cn/excellentServlet.do?action=all
华中科技大学,电子信息与通信学院,http://ei.hust.edu.cn/xygk/szdw/txgcx.htm
华中科技大学,电子信息与通信学院,http://ei.hust.edu.cn/xygk/szdw/xxgcx.htm
华中科技大学,电子信息与通信学院,http://ei.hust.edu.cn/xygk/szdw/dzgcx.htm
华中科技大学,电子信息与通信学院,http://ei.hust.edu.cn/xygk/szdw/jxsyzx.htm
南京理工大学,电子工程与光电技术学院,http://eoe.njust.edu.cn/1847/list.htm
北京信息科技大学,仪器科学与光电工程学院,http://gd.bistu.edu.cn//szdw/jcrc/
北京信息科技大学,仪器科学与光电工程学院,http://gd.bistu.edu.cn//szdw/xyjs/
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/lyys.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/gwykxpyzcy.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/qrjh.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/cjxz.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/gjjcqnjjhdz.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/wrjh.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/gjyxqnjjhdz.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/xsjyxrc.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/jxms.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/jxms/p2.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/qrjh/p2.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/qrjh/p3.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/qrjh/p4.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/cjxz/p2.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/cjxz/p3.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/gjjcqnjjhdz/p2.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/xsjyxrc/p2.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/xsjyxrc/p3.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/xsjyxrc/p4.html
东北大学,信息科学与工程学院,http://www.ise.neu.edu.cn/xsjyxrc/p5.html
大连理工大学,信息与通信工程学院,http://ice.dlut.edu.cn/ice/staticpage/teachers.html
北京电子科技学院,电子工程学院,http://dzgcxy.cuit.edu.cn/erji.jsp?urltype=tree.TreeTempUrl&wbtreeid=1610
南京邮电大学,信息与通信工程学院,http://ctie.njupt.edu.cn/2775/list.htm
南京邮电大学,信息与通信工程学院,http://ctie.njupt.edu.cn/2776/list.htm
南京邮电大学,信息与通信工程学院,http://ctie.njupt.edu.cn/2777/list.htm
南京邮电大学,信息与通信工程学院,http://ctie.njupt.edu.cn/2777/list.htm
南京邮电大学,信息与通信工程学院,http://ctie.njupt.edu.cn/2779/list.htm
南京邮电大学,信息与通信工程学院,http://ctie.njupt.edu.cn/2780/list.htm
南京邮电大学,信息与通信工程学院,http://ctie.njupt.edu.cn/2781/list.htm
南京邮电大学,信息与通信工程学院,http://ctie.njupt.edu.cn/2782/list.htm
南京邮电大学,信息与通信工程学院,http://ctie.njupt.edu.cn/2783/list.htm
南京邮电大学,信息与通信工程学院,http://ctie.njupt.edu.cn/2784/list.htm
西南交通大学,电气工程学院,http://dqxy.swjtu.edu.cn/Website/Elec/teacher/teacher.html?flag=270
西南交通大学,电气工程学院,http://dqxy.swjtu.edu.cn/Website/Elec/teacher/teacher.html?flag=271
西南交通大学,电气工程学院,http://dqxy.swjtu.edu.cn/Website/Elec/teacher/teacher.html?flag=272
重庆大学,电气工程学院,http://www.cee.cqu.edu.cn/jsyd/jszy.htm
云南民族大学,电气信息工程学院,http://dxxy.ynni.edu.cn/web/13905/showartical?ArticalId=dd06be7f-b616-4f81-b3cb-c30ccdf6ba0a
中南民族大学,电子信息工程学院,http://dxxy.scuec.edu.cn/s/49/t/1147/bd/af/info48559.htm
浙江理工大学,信息学院,http://xinxi.zstu.edu.cn/szdw/sssds.htm
浙江理工大学,信息学院,http://xinxi.zstu.edu.cn/szdw/bssds.htm
浙江理工大学,信息学院,http://xinxi.zstu.edu.cn/szdw/jsfc.htm
浙江理工大学,信息学院,http://xinxi.zstu.edu.cn/szdw/jsfc/1.htm
武汉理工大学,计算机科学与技术学院,http://cst.whut.edu.cn/xygk/szdw/
吉林大学,电子科学与工程学院,http://ee.jlu.edu.cn/szdw/wdkxygcx.htm
吉林大学,电子科学与工程学院,http://ee.jlu.edu.cn/szdw/gdkxygcx.htm
吉林大学,电子科学与工程学院,http://ee.jlu.edu.cn/szdw/cgkxygcx.htm
吉林大学,电子科学与工程学院,http://ee.jlu.edu.cn/szdw/dzxxkxyjsx.htm
吉林大学,电子科学与工程学院,http://ee.jlu.edu.cn/szdw/dzxxgcx.htm
吉林大学,电子科学与工程学院,http://ee.jlu.edu.cn/szdw/swyxx.htm
吉林大学,电子科学与工程学院,http://ee.jlu.edu.cn/szdw/dgdzsyjxzx.htm
吉林大学,电子科学与工程学院,http://ee.jlu.edu.cn/szdw/wdygdsyjxzx.htm
吉林大学,电子科学与工程学院,http://ee.jlu.edu.cn/szdw/dzxxgczhsys.htm
东北电力大学,自动化工程学院,http://auto.neepu.edu.cn/info/1223/1089.htm
上海工程技术大学,电子与信息工程学院,http://seie.hit.edu.cn/1812/list.htm
上海工程技术大学,电子与信息工程学院,http://seie.hit.edu.cn/1813/list.htm
上海工程技术大学,电子与信息工程学院,http://seie.hit.edu.cn/1814/list.htm
上海工程技术大学,电子与信息工程学院,http://seie.hit.edu.cn/1815/list.htm
中国农业大学,信息与电气工程学院,http://ciee.cau.edu.cn/col/col26690/index.html
中国农业大学,信息与电气工程学院,http://www1.ahu.edu.cn/dy/info.aspx?cid=24
中国农业大学,信息与电气工程学院,http://www1.ahu.edu.cn/dy/info.aspx?cid=24&tid=176
中国农业大学,信息与电气工程学院,http://www1.ahu.edu.cn/dy/info.aspx?cid=24&tid=209
中国农业大学,信息与电气工程学院,http://www1.ahu.edu.cn/dy/info.aspx?cid=24&tid=178
中国农业大学,信息与电气工程学院,http://www1.ahu.edu.cn/dy/info.aspx?cid=24&tid=210
中国农业大学,信息与电气工程学院,http://www1.ahu.edu.cn/dy/info.aspx?cid=24&tid=211
北方工业大学,电子信息工程学院,http://cie.ncut.edu.cn/info/1018/1102.htm
北方工业大学,电子信息工程学院,http://cie.ncut.edu.cn/info/1018/1101.htm
北方工业大学,电子信息工程学院,http://cie.ncut.edu.cn/info/1018/1100.htm
合肥学院,电子系,http://www.hfuu.edu.cn/dzx/1068/list.htm
江苏理工学院,电气信息工程学院,http://dxxy.jstu.edu.cn/1793/list.htm
江苏理工学院,电气信息工程学院,http://dxxy.jstu.edu.cn/1793/list2.htm
江苏理工学院,电气信息工程学院,http://dxxy.jstu.edu.cn/1793/list3.htm
江苏理工学院,电气信息工程学院,http://dxxy.jstu.edu.cn/1794/list.htm
江苏理工学院,电气信息工程学院,http://dxxy.jstu.edu.cn/1792/list.htm
南昌航空大学,信息工程学院,http://sie.nchu.edu.cn/channel/index.asp?channelid=3
山东科技大学,电气与自动化工程学院,http://xindian.sdust.edu.cn/
沈阳航空航天大学,电子信息工程学院,http://dzx.sau.edu.cn/szdw/index.asp?cataid=A01630036
沈阳航空航天大学,电子信息工程学院,http://dzx.sau.edu.cn/szdw/index.asp?id=2
沈阳航空航天大学,电子信息工程学院,http://dzx.sau.edu.cn/szdw/index.asp?ID=2&Page=2
沈阳航空航天大学,电子信息工程学院,http://dzx.sau.edu.cn/szdw/index.asp?id=3
沈阳航空航天大学,电子信息工程学院,http://dzx.sau.edu.cn/szdw/index.asp?ID=3&Page=2
沈阳航空航天大学,电子信息工程学院,http://dzx.sau.edu.cn/szdw/index.asp?ID=3&Page=3
沈阳航空航天大学,电子信息工程学院,http://dzx.sau.edu.cn/szdw/index.asp?id=4
沈阳航空航天大学,电子信息工程学院,http://dzx.sau.edu.cn/rcpy/index_3.asp?cataid=A018400020003
沈阳航空航天大学,电子信息工程学院,http://dzx.sau.edu.cn/rcpy/index_3.asp?cataid=A018400020003&Page=2
梧州学院,信息与电子工程学院,http://xdxy.gxuwz.edu.cn/szll.htm
梧州学院,信息与电子工程学院,http://xdxy.gxuwz.edu.cn/szll/1.htm
新疆大学,信息科学与工程学院,http://it.xju.edu.cn/szdw/xyjgml.htm
青岛大学,电子信息学院,http://dzxxxy.qdu.edu.cn/szdw/dzgcx.htm
青岛大学,电子信息学院,http://dzxxxy.qdu.edu.cn/szdw/dzxx.htm
青岛大学,电子信息学院,http://dzxxxy.qdu.edu.cn/szdw/txgcx.htm
青岛大学,电子信息学院,http://dzxxxy.qdu.edu.cn/szdw/wdzxx.htm
青岛大学,电子信息学院,http://dzxxxy.qdu.edu.cn/szdw/xhyxxclyjs.htm
青岛大学,电子信息学院,http://dzxxxy.qdu.edu.cn/szdw/zysyzx.htm
青岛大学,电子信息学院,http://dzxxxy.qdu.edu.cn/szdw/txgcx/1.htm
南京信息工程大学,电子与信息工程学院,http://dxy.nuist.edu.cn/Teacherlist.aspx?CI=2
安徽师范大学,物理与电子信息学院,http://physics.ahnu.edu.cn/5536/view
合肥工业大学,电气与自动化工程学院,http://ea.hfut.edu.cn/eaweb/index.php/cn/teachers/teacher-3
宁波工程学院,电子与信息工程学院,http://dx.nbut.edu.cn/info/2038/3317.htm
长安大学,信息工程学院,http://it.chd.edu.cn/szll/szdw/dzxxgcx.htm
北京邮电大学,电子工程学院,http://see.bupt.edu.cn/content/content.php?p=8_18_132
北京邮电大学,电子工程学院,http://see.bupt.edu.cn/content/content.php?p=8_17_133
北京邮电大学,电子工程学院,http://see.bupt.edu.cn/content/content.php?p=8_8_134
长江大学,电子信息学院,http://dxxy.yangtzeu.edu.cn/teacher1.html
常州工学院,电气与光电工程学院,http://dgxy.czu.cn/4735/list.htm
常州工学院,电气与光电工程学院,http://dgxy.czu.cn/4737/list.htm
常州工学院,电气与光电工程学院,http://dgxy.czu.cn/4738/list.htm
常州工学院,电气与光电工程学院,http://dgxy.czu.cn/4739/list.htm
湖南大学,电气与信息工程学院,http://eeit.hnu.edu.cn/index.php/dsce
湖南大学,电气与信息工程学院,http://eeit.hnu.edu.cn/index.php/dee
湖南大学,电气与信息工程学院,http://eeit.hnu.edu.cn/index.php/dest
湖南大学,电气与信息工程学院,http://eeit.hnu.edu.cn/index.php/laboratory-center
哈尔滨工业大学,电子与信息工程学院,http://seie.hit.edu.cn/1812/list.htm
哈尔滨工业大学,电子与信息工程学院,http://seie.hit.edu.cn/1813/list.htm
哈尔滨工业大学,电子与信息工程学院,http://seie.hit.edu.cn/1814/list.htm
哈尔滨工业大学,电子与信息工程学院,http://seie.hit.edu.cn/1815/list.htm
河海大学,计算机与信息学院,http://cies.hhu.edu.cn/4074/list.htm
北京工业大学,信息学部,http://xxxb.bjut.edu.cn/yjspy/dsxx/20161017/1476692128892298_1.html
淮阴工学院,电子信息工程学院,http://eie.hyit.edu.cn/Manager/NewsMore.aspx?newsLanmu1ID=6&newsLanmu2ID=9
宁夏大学,信息工程学院,http://xxgc.nxu.edu.cn/szdw/jsml.htm
宁夏大学,信息工程学院,http://xxgc.nxu.edu.cn/szdw/jsml1.htm
宁夏大学,信息工程学院,http://xxgc.nxu.edu.cn/szdw/sysml.htm
宁夏大学,信息工程学院,http://xxgc.nxu.edu.cn/szdw/qingnianml.htm
宁夏大学,信息工程学院,http://xxgc.nxu.edu.cn/szdw/qtryml.htm
上海电力学院,电子与信息工程学院,http://dxxy.shiep.edu.cn/index.php?option=com_content&view=article&id=1791&Itemid=105
西北工业大学,电子信息学院,http://dianzi.nwpu.edu.cn/szdw.htm
南华大学,电子信息工程,http://dqxy.usc.edu.cn/xygk/szdw.htm
天津理工大学,电子信息工程学院,http://eie.tjut.edu.cn/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1011
天津理工大学,电子信息工程学院,http://eie.tjut.edu.cn/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1029
天津理工大学,电子信息工程学院,http://eie.tjut.edu.cn/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1030
天津理工大学,电子信息工程学院,http://eie.tjut.edu.cn/xwzx1/tpbd/js.htm
天津理工大学,电子信息工程学院,http://eie.tjut.edu.cn/xwzx1/tpbd/js1.htm
天津理工大学,电子信息工程学院,http://eie.tjut.edu.cn/xwzx1/tpbd/js1/2.htm
天津理工大学,电子信息工程学院,http://eie.tjut.edu.cn/xwzx1/tpbd/js1/1.htm
天津理工大学,电子信息工程学院,http://eie.tjut.edu.cn/xwzx1/tpbd/js2.htm
天津理工大学,电子信息工程学院,http://eie.tjut.edu.cn/xwzx1/tpbd/js2/1.htm
南昌大学,信息工程学院,http://ies.ncu.edu.cn/xkjs/yjxk/index.htm
湖南理工学院,信息科学与工程学院,http://sice.hnist.cn/szdw/jsfc.htm
湖南理工学院,信息科学与工程学院,http://sice.hnist.cn/szdw/jsfc/6.htm
湖南理工学院,信息科学与工程学院,http://sice.hnist.cn/szdw/jsfc/5.htm
湖南理工学院,信息科学与工程学院,http://sice.hnist.cn/szdw/jsfc/4.htm
湖南理工学院,信息科学与工程学院,http://sice.hnist.cn/szdw/jsfc/3.htm
湖南理工学院,信息科学与工程学院,http://sice.hnist.cn/szdw/jsfc/2.htm
湖南理工学院,信息科学与工程学院,http://sice.hnist.cn/szdw/jsfc/1.htm
中国海洋大学,信息科学与工程学院,http://it.ouc.edu.cn/Display/teacherTeam.aspx?type=%E5%B8%88%E8%B5%84%E9%98%9F%E4%BC%8D&item=physics
中国海洋大学,信息科学与工程学院,http://it.ouc.edu.cn/Display/teacherTeam.aspx?type=%E5%B8%88%E8%B5%84%E9%98%9F%E4%BC%8D&item=electron
中国海洋大学,信息科学与工程学院,http://it.ouc.edu.cn/Display/teacherTeam.aspx?type=%E5%B8%88%E8%B5%84%E9%98%9F%E4%BC%8D&item=computer
中国海洋大学,信息科学与工程学院,http://it.ouc.edu.cn/Display/teacherTeam.aspx?type=%E5%B8%88%E8%B5%84%E9%98%9F%E4%BC%8D&item=ocean
中国海洋大学,信息科学与工程学院,http://it.ouc.edu.cn/Display/teacherTeam.aspx?type=%E5%B8%88%E8%B5%84%E9%98%9F%E4%BC%8D&item=it
哈尔滨工程大学,信息与通信工程学院,http://icec.hrbeu.edu.cn/4614/list.htm
哈尔滨工程大学,信息与通信工程学院,http://icec.hrbeu.edu.cn/4637/list.htm
武汉大学,电子信息学院,http://eis.whu.edu.cn/gxjs.shtml
四川大学,电子信息学院,http://eie.scu.edu.cn/szdw/ys.htm
北京理工大学,信息与电子学院,http://sie.bit.edu.cn/szdw/jstd/xhytxclyjs/index.htm
北京理工大学,信息与电子学院,http://sie.bit.edu.cn/szdw/jstd/txjzyjs2/index.htm
北京理工大学,信息与电子学院,http://sie.bit.edu.cn/szdw/jstd/wbjzyjs/index.htm
北京理工大学,信息与电子学院,http://sie.bit.edu.cn/szdw/jstd/wdzjzyjs/index.htm
北京理工大学,信息与电子学院,http://sie.bit.edu.cn/szdw/jstd/zyclqyjs/index.htm
北京理工大学,信息与电子学院,http://sie.bit.edu.cn/szdw/jstd/ldjzyjs1/index.htm
北京理工大学,信息与电子学院,http://sie.bit.edu.cn/szdw/jstd/ldydkjzyjs1/index.htm
北京理工大学,信息与电子学院,http://sie.bit.edu.cn/szdw/jstd/xxaqydkjzyjs/index.htm
北京理工大学,信息与电子学院,http://sie.bit.edu.cn/szdw/jstd/fsyxhyxtyjs/index.htm
北京理工大学,信息与电子学院,http://sie.bit.edu.cn/szdw/jstd/dgdzjxsyzx/index.htm
东华大学,信息科学与技术学院,http://web.dhu.edu.cn/cist/2969/list.htm
上海大学,通信与信息工程学院,http://scie.shu.edu.cn/Default.aspx?tabid=10118
上海大学,通信与信息工程学院,http://scie.shu.edu.cn/Default.aspx?tabid=10196
中南大学,信息科学与工程学院,http://202.197.61.251/sisehr/search.jsp
山东大学,信息科学与工程学院,http://www.ise.sdu.edu.cn/portal/tpl/home/szlljzg
山东大学,信息科学与工程学院,http://www.ise.sdu.edu.cn/portal/tpl/home/szll?id=2
山东大学,信息科学与工程学院,http://www.ise.sdu.edu.cn/portal/tpl/home/szll?id=3
山东大学,信息科学与工程学院,http://www.ise.sdu.edu.cn/portal/tpl/home/szll?id=4
山东大学,信息科学与工程学院,http://www.ise.sdu.edu.cn/portal/tpl/home/szll?id=5
中国石油大学(华东),信息与控制工程学院,http://auto.upc.edu.cn/3878/list.htm
中国石油大学(华东),信息与控制工程学院,http://auto.upc.edu.cn/_t139/3901/list.htm
中国石油大学(华东),信息与控制工程学院,http://auto.upc.edu.cn/3881/list.htm
中国石油大学(华东),信息与控制工程学院,http://auto.upc.edu.cn/3882/list.htm
中国石油大学(华东),信息与控制工程学院,http://auto.upc.edu.cn/3883/list.htm
中国石油大学(华东),信息与控制工程学院,http://auto.upc.edu.cn/3885/list.htm
中国民航大学,电子信息与自动化学院,http://www.cauc.edu.cn/ddxy/196.html
中国民航大学,电子信息与自动化学院,http://www.cauc.edu.cn/ddxy/164.html
中国民航大学,电子信息与自动化学院,http://www.cauc.edu.cn/ddxy/166.html
中国民航大学,电子信息与自动化学院,http://www.cauc.edu.cn/ddxy/165.html
中国民航大学,电子信息与自动化学院,http://www.cauc.edu.cn/ddxy/167.html
中国民航大学,电子信息与自动化学院,http://www.cauc.edu.cn/ddxy/243.html
汕头大学,工学院,https://eng.stu.edu.cn/ChannelExtend_JSML.aspx?Channel_ID=54
汕头大学,工学院,https://eng.stu.edu.cn/ChannelExtend_JSML.aspx?Channel_ID=52
汕头大学,工学院,https://eng.stu.edu.cn/ChannelExtend_JSML.aspx?Channel_ID=53
汕头大学,工学院,https://eng.stu.edu.cn/ChannelExtend_JSML.aspx?Channel_ID=55
同济大学,电子与信息工程学院,http://see.tongji.edu.cn/1498/list.htm
同济大学,电子与信息工程学院,http://see.tongji.edu.cn/1498/list2.htm
同济大学,电子与信息工程学院,http://see.tongji.edu.cn/1499/list.htm
同济大学,电子与信息工程学院,http://see.tongji.edu.cn/1500/list.htm
同济大学,电子与信息工程学院,http://see.tongji.edu.cn/1500/list2.htm
同济大学,电子与信息工程学院,http://see.tongji.edu.cn/1501/list.htm
同济大学,电子与信息工程学院,http://see.tongji.edu.cn/1501/list2.htm
同济大学,电子与信息工程学院,http://see.tongji.edu.cn/1501/list3.htm
同济大学,电子与信息工程学院,http://see.tongji.edu.cn/1501/list4.htm
同济大学,电子与信息工程学院,http://see.tongji.edu.cn/1502/list.htm
北京科技大学,计算机与通信工程学院,http://scce.ustb.edu.cn/article.action?categoryId=29&boardaId=110
内蒙古工业大学,信息工程学院,http://ies.imut.edu.cn/szdw/jsmc.htm
南阳理工学院,电子与电气工程学院,http://dzxy.nyist.edu.cn/info/10071/87209.htm
南阳理工学院,电子与电气工程学院,http://dzxy.nyist.edu.cn/info/10071/87083.htm
南阳理工学院,电子与电气工程学院,http://dzxy.nyist.edu.cn/info/10071/87082.htm
南阳理工学院,电子与电气工程学院,http://dzxy.nyist.edu.cn/info/10071/87051.htm
南阳理工学院,电子与电气工程学院,http://dzxy.nyist.edu.cn/info/10071/87050.htm
南阳理工学院,电子与电气工程学院,http://dzxy.nyist.edu.cn/info/10071/87047.htm
南阳理工学院,电子与电气工程学院,http://dzxy.nyist.edu.cn/info/10071/87041.htm
宿州学院,信息工程学院,http://www.ahszu.edu.cn/jkx/ShowArticle.asp?ArticleID=17771
南昌师范学院,电子信息工程学院,http://wdxy.yznu.cn/jstd/list.htm
南昌师范学院,电子信息工程学院,http://wdxy.yznu.cn/bsfc/list.htm
南昌师范学院,电子信息工程学院,http://wdxy.yznu.cn/bsfc/list2.htm
南昌师范学院,电子信息工程学院,http://wdxy.yznu.cn/762/list.htm
南昌师范学院,电子信息工程学院,http://wdxy.yznu.cn/762/list2.htm
南昌师范学院,电子信息工程学院,http://wdxy.yznu.cn/763/list.htm
南昌师范学院,电子信息工程学院,http://wdxy.yznu.cn/765/list.htm
山东师范大学,信息科学与工程学院,http://www.ischool.sdnu.edu.cn/szll.htm
浙江师范大学,数理与信息工程学院,http://mpi.zjnu.edu.cn/2018/0112/c10081a231314/page.htm
浙江师范大学,数理与信息工程学院,http://mpi.zjnu.edu.cn/2018/0112/c10082a231327/page.htm
浙江师范大学,数理与信息工程学院,http://mpi.zjnu.edu.cn/2018/0112/c10082a231334/page.htm
浙江师范大学,数理与信息工程学院,http://mpi.zjnu.edu.cn/2018/0112/c10082a231336/page.htm
南通大学,电子信息学院,http://dzxx.ntu.edu.cn/dzxxxy/szdw/szdw.html
赣南师范大学 ,物理与电子信息学院,http://wdxy.gnnu.cn/47/34/c312a18228/page.htm
沈阳工业大学,信息科学与工程学院,http://yjsglxt.sut.edu.cn/education/ViewTutor.aspx
青岛科技大学,自动化与电子工程学院,http://zdh.qust.edu.cn/dsfc.htm
青岛科技大学,自动化与电子工程学院,http://zdh.qust.edu.cn/dsfc/2.htm
青岛科技大学,自动化与电子工程学院,http://zdh.qust.edu.cn/dsfc/1.htm
青岛科技大学,自动化与电子工程学院,http://zdh.qust.edu.cn/dsfc/ssds.htm
青岛科技大学,自动化与电子工程学院,http://zdh.qust.edu.cn/dsfc/ssds/2.htm
青岛科技大学,自动化与电子工程学院,http://zdh.qust.edu.cn/dsfc/ssds/1.htm
安阳师范学院 ,计算机与信息工程学院,http://jkx.aynu.edu.cn/szdwlist.jsp?urltype=tree.TreeTempUrl&wbtreeid=1034
安阳师范学院 ,计算机与信息工程学院,http://jkx.aynu.edu.cn/szdwlist.jsp?a69665t=3&a69665p=2&a69665c=15&urltype=tree.TreeTempUrl&wbtreeid=1034
安阳师范学院 ,计算机与信息工程学院,http://jkx.aynu.edu.cn/szdwlist.jsp?a69665t=3&a69665p=3&a69665c=15&urltype=tree.TreeTempUrl&wbtreeid=1034
长春工业大学,电气与电子工程学院,http://www.dqxy.ccut.edu.cn/663/list.htm
长春工业大学,电气与电子工程学院,http://www.dqxy.ccut.edu.cn/663/list2.htm
长春工业大学,电气与电子工程学院,http://www.dqxy.ccut.edu.cn/kzkxygc/list.htm
长春工业大学,电气与电子工程学院,http://www.dqxy.ccut.edu.cn/kzkxygc/list2.htm
长春工业大学,电气与电子工程学院,http://www.dqxy.ccut.edu.cn/664/list.htm
长春工业大学,电气与电子工程学院,http://www.dqxy.ccut.edu.cn/665/list.htm
西安工业大学,电子信息工程学院,http://dxxy.xatu.cn/szdw_tupian.jsp?urltype=tree.TreeTempUrl&wbtreeid=13369
